N°Reportage,Date,Intitulé,Lieux,Photographe
,,Macédoine,,
,15/01/201,Libye,,
101434,0,Équateur,Élysée,A.Arraou
,,Déplacement à Longoni et,,
,18/01/201,Mamoudzou à l'occasion des,,
101435,0,vœux Outre-mer,Mayotte,P.Segrette
,,Déplacement à Saint Pierre et,,
,18/01/201,Saint-Denis à l'occasion des vœux,,
101436,0,Outre-mer,La Réunion,P.Segrette
,,Rencontre entre M. le Président de,,
,,la République et M. Ismaïl Omar,,
,,"GUELLEH, Président de la",,
,19/01/201,République de Djibouti à,,
101437,0,DJIBOUTI,Djibouti,P.Segrette
,21/01/201,,,
101438,0,Vœux aux forces religieuses,Élysée,A.Arraou
,,Réception des vœux au monde,,
,,associatif et au Conseil,,
,22/01/201,"économique, social et",,
101439,0,environnemental,Élysée,A.Arraou
,,"Déjeuner avec Saad Hariri,",,
,22/01/201,Président du conseil des ministres,,
101440,0,du Liban,Élysée,A.Arraou
,22/01/201,,,
101441,0,Vœux au corps diplomatique,Élysée,A.Arraou
,,Déplacement au cimetière national,,
,26/01/201,militaire de Notre-Dame de,,
101442,0,Lorette,Pas-de-Calais,L.Blevennec
,27/01/201,Ouverture du 40ème Forum,,
101443,0,économique mondial à Davos,Suisse,P.Segrette
,28/01/201,,,
101444,0,Conférence sur le déficit,Élysée,A.Arraou
,,Entretien avec Hillary Rodham,,
,29/01/201,"Clinton, Secrétaire d'État des",,
101445,0,États-Unis,Élysée,P.Segrette
,,Déjeuner avec Gourbangouly,,
,01/02/201,"Berdymouhamedov, Président du",,
101447,0,Turkménistan,Élysée,A.Arraou
,01/02/201,Réunion de suivi du plan,,
101448,0,Alzheimer,Élysée,A.Arraou
,,Déplacement à Carbuccia Péri et,,
,02/02/201,Ajaccio sur le thème du,,
101449,0,développement durable de l'île,Corse du Sud,L.Blevennec
,03/02/201,"Entretien avec Jerzy Buzek,",,
101450,0,Président du Parlement Européen,Élysée,A.Arraou
,,Entretien avec Cheikh Tamin Bin,,
,03/02/201,"Hamad Al Thano, Prince héritier",,
101451,0,de l'État du Qatar,Élysée,A.Arraou
,04/02/201,Sommet Franco-allemand au,,
101453,0,Palais de l'Élysée,Élysée,Segrette/Arraou
,,"Entretien avec Yang Jiechi,",,
,04/02/201,Ministre des affaires étrangères de,,
101454,0,Chine,Élysée,A.Arraou
,05/02/201,Entretien avec les autorités,,
101455,0,Andorranes,Élysée,A.Arraou
,08/02/201,Remise du rapport annuel de la,,
101457,0,Cour des comptes,Élysée,P.Segrette
,08/02/201,Déjeuner avec l’équipe de France,,
101458,0,de handball,Élysée,L.Blevennec
,,"Entretien avec Robert Gates,",,
,08/02/201,secrétaire à la Défense des États-,,
101460,0,Unis,Élysée,A.Arraou
,,Passage au point poste,,
,,"multiservices à Souday, Visite de",,
,,"l'entreprise DEC à Cormemon,",,
,,Visite de la maison de santé,,
,,pluridisciplinaire de,,
,,"Mondoubleau, Discours sur le",,
,08/02/201,thème de l'avenir des territoires,,
101461,0,ruraux à Morée,Loir-et-Cher,Segrette/Blevennec
,,Décoration collective: Yves,,
,,"SABOURET, Jean PUECH,",,
,,Renaud DONNEDIEU DE,,
,,"VABRES, José CORDOVA",,
,,"VILLALOBOS, Patrick",,
,,"CHAUVET, Anne BARON-VAN",,
,,"EVERCOOREN, Danielle",,
,,"GERBI, Geneviève ANCELLE,",,
,08/02/201,"Isabelle Weil, Patrick HEFNER,",,
101462,0,Hélène DARROZE,Élysée,Segrette/Blevennec
101463,10/02/10,"Déjeuner avec GeorgesPapandréou, Premier MinistreGrec",Élysée,
101464,10/02/10,Réunion sur l'installation del'Atelier international du GrandParis au Palais de Tokyo,Paris,
101465,11/02/10,Conseil Européen à Bruxelles,Belgique,
101467,15/02/10,Réunion avec les organisationssyndicales et patronalesinterprofessionnelles,Élysée,
101468,15/02/10,"Décoration collective: Anne-MarieKRUG BASSE, Marcel LEFRET,Philippe PEMEZEC, JoëlADRIAN, Jean-LouisLUMINEAU, Yves REVILLON,Renaud CHAUVOT DEBEAUCHENE, Marie-NoëlleBARRE, Daniel COURTS, JeanLALAU KERALY, GenevièveLUBREZ",Élysée,
101469,16/02/10,Réception à l’occasion du nouvelan chinois et vietnamien,Élysée,
101471,16/02/10,Rencontre avec une délégation dejeunes savoyards,Élysée,
101472,16/02/10,Réunion du comité national desÉtats généraux de l'industrie,Élysée,
101473,17/02/10,Déplacement à Port-au-Prince,Haïti,
101474,17/02/10,Déplacement à Fort de France,Martinique,
101475,18/02/10,Déplacement à Cayenne,Guyane,
101476,19/02/10,"Entretien avec RobertZOELLICK, Président de laBanque mondiale",Élysée,
101479,22/02/10,"Déjeuner avec Mahmoud Abbas,Président de l'autoritépalestinienne",Élysée,
101481,23/02/10,"Remise du rapport annuel dumédiateur de la République, Jean-Paul DELEVOYE",Élysée,
101482,23/02/10,"Cérémonie d'Adieu aux armes auchef d'état major des armées,Jean-Louis Georgelin auxInvalides",Paris,
101483,24/02/10,Déplacement à Franceville etLibreville,Gabon,
101484,25/02/10,Déplacement à Kigali,Rwanda,
,,Déplacement à l'Aiguillon-sur-,,
,01/03/201,Mer et La Rochelle suite à la,Vendée/Charente-,
101487,0,tempête Xynthia,Maritime,P.Segrette
,,Discours au Conseil,,
,,Constitutionnel à l'occasion de,,
,01/03/201,l'entrée en vigueur de la question,,
101489,0,prioritaire de constitutionnalité,Paris,A.Arraou
,,Entretien suivi d'une conférence de,,
,,"presse avec Dmitri Medvedev,",,
,01/03/201,Président de la Fédération de,,
101490,0,Russie,Élysée,A.Arraou
,02/03/201,Déplacement à Laon sur l'avenir,,
101491,0,de la fonction publique,Aisne,P.Segrette
,,Inauguration de l'exposition «,,
,,Sainte Russie » au musée du,,
,,Louvre en présence de Dmitri,,
,02/03/201,"Medvedev, Président de la",,
101492,0,Fédération de Russie,Paris,A.Arraou
,,Dîner d'État en l'honneur de,,
,,Monsieur et Madame Dmitri,,
,02/03/201,"Medvedev, Président de la",,
101493,0,Fédération de Russie,Élysée,Segrette/Arraou
,,Remise de décoration à Gilles,,
,04/03/201,"Bernheim, Grand Rabbin de",,
101495,0,France,Élysée,A.Arraou
,04/03/201,Conclusion des États Généraux de,Bouches-du-,
101496,0,l'industrie à Marignane,Rhône,L.Blevennec
,,Réunion avec les dirigeants des,,
,05/03/201,banques françaises sur le,,
101497,0,financement de l’économie,Élysée,A.Arraou
,,Déplacement au Salon,,
,06/03/201,International de l’Agriculture 2010,,
101498,0,– Porte de Versailles,Paris,P.Segrette
,,Entretien avec Georges,,
,,"PAPANDREOU, Premier",,
,,ministre de la République,,
,07/03/201,"Hellénique, suivi d’une conférence",,
101499,0,de presse,Élysée,P.Segrette
,,Discours à l'occasion de,,
,,l’ouverture de la Conférence,,
,,internationale sur l’accès à,,
,08/03/201,l‘énergie nucléaire civile à,,
101500,0,l’OCDE,Paris,P.Segrette
,,Réunion de travail avec des,,
,,associations sur le thème de la,,
,,lutte contre les violences faites aux,,
,08/03/201,"femmes, dans le cadre de la",,
101500bis,0,journée internationale de la femme,Élysée,L.Blevennec
101501,09/03/201,Déplacement à Pontarlier sur le,Doubs,P.Segrette
,0,thème du soutien à l’emploi et à la,,
,,formation professionnelle,,
101503,10/03/10,"Entretien avec GianluigiAPONTE, président de MSC",Élysée,
101504,10/03/10,"Déjeuner avec Serge Sarkissian,Président de la Républiqued'Arménie",Élysée,
101505,10/03/10,"Entretien avec Alain FUCHS,Président du CNRS",Élysée,
101506,10/03/10,Remise de décoration à MurielRobin,Élysée,
101507,11/03/10,Conférence internationale sur lesgrands bassins forestiers au centrede conférence ministérielle de laconvention,Paris,
101508,11/03/10,Réunion sur le thème de la luttecontre les violences scolaires,Élysée,
101509,11/03/10,"Installation de Didier MIGAUD,Premier président à la Cour desComptes",Paris,
101510,12/03/10,"Cérémonie de prestation deserment des nouveaux membres duConseil Constitutionnel, MichelCharasse, Hubert Haenel etJacques Barrot",Élysée,
101511,12/03/10,"Déplacement Londres à l'occasiond'un déjeuner de travail avecGordon Brown, Premier Ministredu Royaume-Uni",Royaume-Uni,
101513,14/03/10,"Vote du Président de laRépublique et son épouse auLycée Jean de la Fontaine, pour lesélections régionales",Paris,
101514,16/03/10,"Déplacement à La Rochelle,Charron et la Roche-sur-Yon",Vendée/Charente-Maritime,
101515,17/03/10,"Entretien avec Angel Gurria,secrétaire général de l'OCDE",Élysée,
101517,17/03/10,Réunion avec les présidentsd'universités autonomes,Élysée,
101518,17/03/10,"Décoration collective: MichelLEGMANN, Colette LEWINER,Ange MANCINI, DenisRANQUE, André SAINJON,Philippe de LADOUCETTE,Anne-Marie GAUSSENS,Christiane VULVERT, NadineGAVILLON, Denise OBERLIN,Père Philippe VERDIN",Élysée,
101519,18/03/10,"Déplacement à Dammarie-les-Lys, suite au décès du brigadierchef Jean-Serge NERIN",Seine-et-Marne,
101520,18/03/10,Déjeuner avec des médecinslibéraux,Élysée,
101521,18/03/10,Cérémonie d'intronisation àl'Académie Française de SimoneVEIL,Paris,
101522,20/03/10,Discours à l'occasion de la journéeinternationale de la Francophonie,Élysée,
101523,21/03/10,"Vote du Président de laRépublique et son épouse auLycée Jean de la Fontaine, pour lesélections régionales",Paris,
101524,23/03/10,"Entretien avec José LuisZAPATERO, Premier Ministredu Royaume d'Espagne",Élysée,
101525,23/03/10,"Obsèques du brigadier chef Jean-Serge NERIN à Melun enprésence de José LuisZAPATERO, Premier Ministredu Royaume d'Espagne",Seine-et-Marne,
101526,23/03/10,"Déjeuner avec José LuisRODRIGUEZ ZAPATERO,suivi d’une déclaration conjointe",Élysée,
101528,24/03/10,Gouvernement Fillon V,Élysée,
101528bis,24/03/10,Déclaration du Président de laRépublique à la fin du Conseil desMinistres,Élysée,
101531,25/03/10,Conseil Européen à Bruxelles,Belgique,
101534,29/03/10,Visite officielle à New-York deMonsieur et Madame NicolasSarkozy,États-Unis,
101535,30/03/10,Visite officielle à Washington deMonsieur et Madame NicolasSarkozy,États-Unis,
101538,02/04/10,Rencontre avec les chauffeurs debus de Tremblay-en-France,Élysée,
101539,06/04/10,Déplacement à Buno-Bonnevauxsur le thème de l'agriculture,Essonne,
101542,07/04/10,"Déjeuner de travail avec RecepTayyip ERDOGAN, PremierMinistre de Turquie",Élysée,
101543,07/04/10,"Décorations collective à Jean-Claude BETON, Serge KAMPF,Bertrand de GALLE, PierreLETZELER, EdmondeCHARLES-ROUX, MartineGRIFFON-FOUCO, Jacqueline deRIBES, Bernard SION, MichelCAMUX, Marie-Agnès GILLOT,",Élysée,
,,Isabelle DEMONGEOT,,
101544,08/04/10,Déplacement au plateau desGlières et au Petit-Bornand,Haute-Savoie,
101545,08/04/10,"Entretien avec Idriss DEBY,Président de la République duTchad",Élysée,
101546,09/04/10,Sommet Franco-italien,Élysée,
101548,10/04/10,"Entretien avec Jean-LouCHAMEAU, Président duCalifornia Institute of Technology",Élysée,
101552,14/04/10,Entretien avec les membres del'UEFA,Élysée,
101554,15/04/10,Déplacement à l'agence PôleEmploi de Gonesse,Val d'Oise,
101555,15/04/10,"Entretien avec Shimon PERES,Président de l'État d'Israël",Élysée,
101556,15/04/10,Remise de décoration à RalphLAUREN,Élysée,
101556bis,16/04/10,"Entretien avec Catherine Ashton,Vice-présidente de la CommissionEuropéenne",Élysée,
101558,16/04/10,"Entretien suivi d'une remise dedécoration à Cheikh NasserMohammed Al Ahmad AL-SABAH, Premier ministre del’État de Koweït",Élysée,
101559,16/04/10,Déplacement à Livry-Gargan surle thème de la médecine deproximité,Seine-Saint-Denis,
101560,20/04/10,Déplacement à Tremblay-en-France sur le thème de la sécurité,Seine-Saint-Denis,
101561,20/04/10,Déplacement à Bobigny sur lethème de la sécurité,Seine-Saint-Denis,
101563,22/04/10,Déplacement à Chambéry àl'occasion du 150 ème anniversairedu rattachement de la Savoie à laFrance,Savoie,
101565,23/04/10,"Déjeuner de travail avec JacquesMIGNAUX, Directeur général dela gendarmerie nationale, et lesmembres du Conseil Supérieur dela fonction militaire de lagendarmerie",Élysée,
101566,26/04/10,"Déjeuner de travail avec JoséManuel Barroso, Président de laCommission Européenne",Élysée,
101567,26/04/10,"Entretien avec Denis SASSOUN'GUESSO, Président de laRépublique du Congo",Élysée,
101568,28/04/10,"Visite d'État de M et Mme NicolasSarkozy à Xian, Shangaï et Pékin",Chine,
101569,01/05/10,Réunion de travail sur la mise enœuvre du plan de soutien européenà la Grèce et la situation desmarchés financiers,Élysée,
101570,01/05/10,Finale de la Coupe de France defootball PARIS SAINT-GERMAIN  -  MONACO auStade de France,Seine-Saint-Denis,
101571,03/05/10,Remise du muguet,Élysée,
101572,03/05/10,Déjeuner députés UMP,Élysée,
101573,04/05/10,"Visite des chantiers DCNS àLorient pour le lancement de lafrégate ""Aquitaine""",Morbihan,
101576,05/04/10,Réception des recteurs d'academie,Élysée,
101577,06/05/10,Remise des conclusions de samission consacrée à la mention «Made in France » et à la définitiond’une nouvelle « Marque France »par Yves Jego,Élysée,
101579,07/05/10,Cérémonie nationale d'hommageaux policiers morts pour la Franceà Neuilly-sur-Seine,Hauts-de-Seine,
101580,07/05/10,Conseil Européen à Bruxelles,Belgique,
101581,08/05/10,"Dépôt de gerbe à la Statue deGénéral De Gaulle, Champs-Élysées Clémenceau",Paris,
101582,08/05/10,Cérémonie du 8 mai 1945 àColmar,Haut-Rhin,
101583,09/05/10,Réunion crise financière,Élysée,
101584,10/05/10,Réunion avec les dirigeants desorganisations syndicales etpatronales,Élysée,
101585,11/05/10,Inauguration du Centre Pompidouà Metz,Moselle,
101589,16/05/10,"Entretien avec Clotilde Reiss,étudiante retenue en Iran",Élysée,
101590,17/05/10,"Réunion sur les relationscommerciales au sein des filièresagricoles, suivie de la signatured'accords de modération desmarges dans le secteur des fruits etlégumes par la grande distribution",Élysée,
101591,18/05/201,Sommet Union-Européenne -,Espagne,
,0,Amérique Latine à Madrid,,
,19/05/201,Réunion de travail avec les,,
101593,0,représentants de la filière pêche,Élysée,L.Blevennec
,19/05/201,"Entretien avec Larry Page, Co-",,
101595,0,fondateur de Google,Élysée,L.Blevennec
,20/05/201,,,
101596,0,2ème conférence sur le déficit,Élysée,L.Blevennec
,,"Entretien avec Dacian CIOLOS,",,
,,commissaire européen à,,
,20/05/201,l'Agriculture et au Développement,,
101597,0,Rural,Élysée,L.Blevennec
,,Décoration collective: Christine,,
,,"SCRIVENER, Patrick",,
,,"GAUBERT, Simone",,
,,"HALBERSTADT HARARI,",,
,,"Wilhelm LIEBHERR, Patrick",,
,,"MARCHESSEAU, Gérald",,
,,"PASSEDAT, Florence BOSC,",,
,,"Marie-Lise CHANIN, Gilbert",,
,20/05/201,"COULLIER, Thérèse HANNIER",,
101598,0,LE COQ,Élysée,Segrette/Blevennec
,,Diner de travail avec David,,
,20/05/201,"Cameron, Premier Ministre du",,
101599,0,Royaume-Uni,Élysée,Segrette/Blevennec
,,Déplacement à Grezet-Cavagnan,,
,,et Bouglon dans le cadre du,,
,21/05/201,renforcement de la compétitivité,,
101600,0,de notre agriculture,Lot-et-Garonne,L.Blevennec
,,Déplacement à Beauvais sur le,,
,,thème de l'absentéisme et des,,
,25/05/201,violences dans les établissements,,
101601,0,scolaires,Oise,P.Segrette
,,Entretien avec Herman Van,,
,25/05/201,"Rompuy, Président du Conseil",,
101602,0,Européen,Élysée,C.Alix
,,Cérémonie d'hommage nationale,,
,,"rendue à Aurélie Fouquet, agent de",,
,26/05/201,police municipal à Villiers-sur-,,
101605,0,Marne,Val-de-Marne,P.Segrette
,27/05/201,Prise d'armes de printemps aux,,
101606,0,Invalides,Paris,Segrette/Alix
,,Entretien avec Benjamin,,
,27/05/201,"Netanyahou, Premier Ministre de",,
101607,0,l'État d'Israël,Élysée,P.Segrette
,,Discours à l'occasion de,,
,,l'inauguration du Fonds Paul,,
,27/05/201,RICOEUR à la faculté protestante,,
101608,0,de Paris,Paris,Segrette/Alix
101609,28/05/201,Déplacement à Genève pour,Espagne,P.Segrette
,0,soutenir la candidature de la,,
,,France à l'Euro 2016,,
101610,28/05/10,"Entretien avec HifikepunyePohamba, Président de laRépublique de Namibie",Élysée,
101611,31/05/10,Sommet France-Afrique à Nice,Alpes-Maritimes,
101614,02/06/10,Discours à l'occasion du lancementdu 6ème Forum de l'Eau,Élysée,
101615,03/06/10,Déplacement à Lamotte-Beuvronet Neung-sur-Beuvron,Loir-et-Cher,
101616,03/06/10,"Entretien avec Cheikh HamadBin Jassim Bin Jaber Al Thani,Premier ministre et ministre desAffaires étrangères du Qatar",Élysée,
101617,03/06/10,Remise de décoration à KarlLagerfeld,Élysée,
101618,04/06/10,"Entretien avec Stephen Harper,Premier Ministre du Canada",Élysée,
101620,04/06/10,Allocution à l'occasion des 2èmesrencontres internationales derecherche biomédicale,Élysée,
101624,08/06/10,"Entretien avec MikheilSAAKACHVILI, Président deGéorgie",Élysée,
101625,08/06/10,"Entretien avec Jean-PaulCOSTA, Président de la Coureuropéenne des droits de l’Homme",Élysée,
101629,10/06/10,Visite de porte-avion Charles DeGaulle à Toulon,Var,
101630,11/06/10,"Déjeuner avec Vladimir Poutine,Premier Ministre de Russie",Élysée,
101631,11/06/10,Photos Rue du Faubourg Saint-honoré PRIVE,Élysée,
101633,14/06/10,"Déjeuner avec Mahmoud Abbas,Président de l'autoritépalestinienne",Élysée,
101634,14/06/10,"Réunion avec Angela Merkel,chancelière de la RépubliqueFédérale d'Allemagne à Berlin",Allemagne,
101635,15/06/10,"Entretien avec Massoud Barzani,Président de la région autonomedu Kurdistan d'Irak",Élysée,
101636,15/06/10,Discours au salon Planète PMEau Palais des Congrès,Paris,
101637,16/06/10,"Entretien avec Dilma ROUSSEF,candidate à la Présidencebrésilienne",Élysée,
101638,16/06/10,Entretien avec sa Béatitude MARNASRALLAH BOUTROS,Élysée,
,,"SFEIR, patriarche maronite",,
,,Antioche et de tout l'Orient,,
,17/06/201,,,
101640,0,Conseil Européen à Bruxelles,Belgique,C.Alix
,,Déplacement à Londres à,,
,18/06/201,,,
,,l'occasion du 70ème anniversaire,,
,0,,,
101641,,de l'appel du 18 Juin,Royaume-Uni,P.Segrette
,,Dépôt de gerbe à la Statue de,,
,18/06/201,,,
,,"Général De Gaulle, Champs-",,
,0,,,
101642,,Élysées Clémenceau,Paris,P.Segrette
,18/06/201,Dépôt de gerbe à la statue de,,
101643,0,Winston Churchill,Paris,P.Segrette
,,Cérémonie de commémoration de,,
,18/06/201,,,
,,l'appel du 18 Juin 1940 du Général,,
,0,,,
101644,,De Gaulle au Mont-Valérien,Hauts-de-Seine,C.Alix
,,Déplacement à Saint-Pétersbourg,,
,19/06/201,,,
,,à l'occasion de la clôture du 13ème,,
,0,,,
101645,,Forum économique international,Russie,P.Segrette
,,Déplacement à Draguignan et,,
,21/06/201,Trans-en-Provence suite aux,,
,0,violentes intempéries qui ont,,
101646,,frappé le département,Var,P.Segrette
,,Déplacement à Bordes à,,
,22/06/201,l'occasion de l'inauguration du,,
,0,"nouveau site de production """,Pyrénées-,
101648,,"Joseph Szydlowski """,Atlantiques,L.Blevennec
,23/06/201,Remise de décoration à John,,
101650,0,Galliano,Élysée,Segrette/Blevennec
,,Discours à l'occasion de la séance,,
,24/06/201,inaugurale des célébrations du,,
,0,Bicentenaire du rétablissement du,,
101651,,Barreau de Paris,Paris,C.Alix
,,Réception offerte en l'honneur du,,
,24/06/201,,,
,,comité des signataires de l'accord,,
,0,,,
101652,,de Nouméa,Élysée,L.Blevennec
