N°Reportage,Date,Intitulé,Lieux,Photographe
,,Allocution à l'occasion des « 24,,
,12/06/200,,,
,,heures du Bâtiment » au Palais,,
,9,,,
91151,,Omnisport de Bercy,Paris,L.Blevennec
,,Entretien avec Jean-Luc,,
,12/06/200,,,
,,"MELENCHON, président du",,
,9,,,
91152,,Parti de Gauche (PG),Élysée,D.Noizet
,,Déplacement à Genève à l'occasion,,
,15/06/200,de la 98 ème session de la,,
,9,conférence Internationale du,,
91155,,Travail,Suisse,P.Segrette
,,obsèques du Président Omar,,
,16/06/200,"BONGO ONDIMBA, Président",,
,9,de la République du Gabon à,,
91158,,Libreville,Gabon,P.Segrette
,,Entretien avec Daniel COHN-,,
,,"BENDIT, co-président du groupe",,
,18/06/200,Verts/ALE au Parlement européen,,
,9,"et Cécile DUFLOT, secrétaire",,
,,nationale du parti écologiste Les,,
91160,,Verts,Élysée,D.Noizet
,,Cérémonie de commémoration de,,
,18/06/200,,,
,,l’Appel du 18 juin 1940 du général,Hauts-de-,
,9,,,
91161,,de Gaulle au Mont Valérien,Seine,D.Noizet
,18/06/200,,,
91163,9,Conseil Européen à Bruxelles,Belgique,P.Segrette
,,48ème édition du Salon,,
,20/06/200,,,
,,International de l’Aéronautique et,Seine-,
,9,,,
91165,,de l’Espace Paris - Le Bourget,Saint-Denis,P.Segrette
,22/06/200,Discours devant le Parlement réuni,,
91167,9,en Congrès à Versailles,Yvelines,P.Segrette
91168,22/06/200,Entretien avec Son Altesse Cheikh,Élysée,Blevennec/Noizet
,9,"Hamad Bin Khalifa Al Thani,",,
,,"Émir de l'État du Qatar, suivi d’un",,
,,dîner d’État,,
,,Entretien avec Rajendra Kumar,,
,23/06/200,"Pachauri, Président du Groupe",,
,9,Intergouvernemental sur,,
91169,,l'évolution du Climat,Élysée,D.Noizet
,23/06/200,Annonce par Claude Guéant du,,
91171,9,gouvernement Fillon 4,Élysée,D.Noizet
,24/06/200,,,
91172,9,Nouveau gouvernement Fillon 4,Élysée,L.Blevennec
,,Entretien avec Benyamin,,
,24/06/200,,,
,,"Netanyahou, Premier Ministre",,
,9,,,
91173,,d'Israël,Élysée,D.Noizet
,25/06/200,,,
91174,9,Déplacement à Fort-de-France,Martinique,L.Blevennec
,26/06/200,,,
91174,9,Déplacement à Pointe-à-Pitre,Guadeloupe,L.Blevennec
,,"Entretien avec Sébastian Pinera,",,
,29/06/200,candidat de la coalition pour le,,
,9,changement aux éléctions,,
91175,,présidentielles du Chili,Élysée,P.Segrette
,30/06/200,Allocution sur le thème du Grand,Hauts-de-,
91179,9,paris à La Défense,Seine,P.Segrette
,,Décoration collective: NOËL,,
,,"VEG, JEAN-CLAUDE",,
,,"CHERMANN, MICHEL SAPPIN,",,
,,"ALAIN MARSAUD, GILBERT",,
,30/06/200,,,
,,"MEYER,ARIELLE DE",,
,9,,,
,,"ROTHSCHILD , LINE RENAUD,",,
,,"ANDRÉ KASPI, FRANCOISE",,
,,"DESCHEEMAEKER, CHANTAL",,
91182,,JOUANNO,Élysée,Blevennec/Segrette
,01/07/200,Réunion avec les organisations,,
91183,9,syndicales et patronales,Élysée,P.Segrette
,,Remise de lettres de créance:,,
,,"Maroc, Portugal, Afrique du Sud,",,
,02/07/200,"Angola, RD Congo, Serbie, Kenya,",,
,9,"Malte, Italie, Comores,",,
,,"Afghanistan, Japon, Swaziland,",,
91186,,"Kirghize, Bahamas, Tonka",Élysée,P.Segrette
,,Cérémonie interreligieuse à la,,
,,Mosquée de Paris afin de rendre,,
,02/07/200,,,
,,hommage aux victimes de cette,,
,9,,,
,,tragédie de la catastrophe aérienne,,
91188,,de la compagnie Yemenia,Paris,P.Segrette
91190,03/07/209,Déplacement à Stockholm,Suède,P.Segrette
,06/07/200,Sommet Franco-britannique à,Haute-,
91191,9,Évian,Savoie,L.Blevennec
,06/07/200,Entretien avec Alain Juppé et,,
91192,9,Michel Rocard,Élysée,P.Segrette
,07/07/200,Entretien avec Inacio LULA DA,,
91193,9,"SILVA, Président du Brésil",Élysée,L.Blevennec
,07/07/200,,,
91194,9,Déjeuner avec des députés UMP,Élysée,L.Blevennec
,07/07/200,Réunion de concertation avec les,,
91195,9,ONG avant le G8,Élysée,P.Segrette
,08/07/200,,,
91197,9,Sommet du G8 à l'Aquila,Italie,L.Blevennec
,,Visite de la ville Aquila suite au,,
,08/07/200,,,
,,tremblement de terre par Carla,,
,9,,,
91198,,Bruni-Sarkozy,Italie,P.Segrette
,,"Entretien avec Horst Kohler,",,
,13/07/200,,,
,,Président de la République,,
,9,,,
91200,,Fédérale d'Allemagne,Élysée,P.Segrette
,14/07/200,,,
91202,9,Cérémonie du 14 Juillet,Paris,Blevennec/Segrette
,,"Déjeuner avec Manmohan Singh,",,
,14/07/200,,,
,,Premier Ministre de la République,,
,9,,,
91202,,d'Inde,Élysée,L.Blevennec
,14/07/200,,,
91202,9,Garden party au Palais de l'Élysée,Élysée,Blevennec/Segrette
,,"Entretien avec Hun Sen, Premier",,
,14/07/200,,,
,,Ministre du Royaume du,,
,9,,,
91203,,Cambodge,Élysée,P.Segrette
,,Rencontre avec des jeunes en,,
,15/07/200,contrats en alternance et des,,
,9,grandes entreprises qui s’engagent,,
91205,,en faveur de leur emploi,Élysée,L.Blevennec
,15/07/200,Remise du rapport de la Cour des,,
91206,9,comptes par Philippe Séguin,Élysée,L.Blevennec
,16/07/200,Photos de groupes parlementaires,,
91210,9,alsaciens,Élysée,P.Segrette
,,Déplacement Le Havre sur le,,
,16/07/200,,,
,,thème de la politique maritime de,Seine-,
,9,,,
91211,,la France,Maritime,L.Blevennec
,,Déjeuner de travail avec Ban Ki-,,
,17/07/200,,,
,,"Moon, secrétaire général des",,
,9,,,
91212,,Nations Unies à New-York,États-Unis,P.Segrette
,,Déjeuner de travail avec Hosni,,
,21/07/200,,,
,,"MOUBARAK, Président de la",,
,9,,,
91213,,République arabe d’Égypte,Élysée,L.Blevennec
,,17 ème étape du Tour de France,,
,22/07/200,,,
,,"dans les Alpes, entre Bourg-Saint-",Haute-,
,9,,,
091213bis,,Maurice et Le Grand Bornand,Savoie,L.Blevennec
,,"Entretien avec Horst Seehofer,",,
,23/07/200,,,
,,Ministre-Président du land de,,
,9,,,
91215,,Bavière,Élysée,L.Blevennec
91217,24/07/200,Remise du rapport « pour une,Élysée,L.Blevennec
,9,politique gagnante des grands,,
,,événements » par Philippe,,
,,AUGIER,,
,,"Déjeuner avec Paul BIYA,",,
,24/07/200,,,
,,Président de la République du,,
,9,,,
91218,,Cameroun,Élysée,L.Blevennec
,,Cérémonie de signature de l'accord,,
,,de place sur la médiation du crédit,,
,24/07/200,,,
,,aux entreprises en présence de,,
,9,,,
,,"Christine LAGARDE, Ministre du",,
91219,,Budget et des finances,Élysée,P.Segrette
,,Cérémonie du 65ème anniversaire,,
,25/08/200,,,
,,de la Libération de Paris à la,,
,9,,,
91221,,préfecture de police,Paris,D.Noizet
,,Réunion avec les représentants du,,
,25/08/200,,,
,,secteur bancaire et financier,,
,9,,,
91222,,français,Élysée,D.Noizet
,,Installation de la commission sur,,
,26/08/200,les priorités d’avenir financées par,,
,9,"l’emprunt, présidée par Alain",,
91223,,JUPPÉ et Michel ROCARD,Élysée,D.Noizet
,26/08/200,17ème Conférence des,,
91224,9,Ambassadeurs,Élysée,D.Noizet
,,"Entretien avec Angela MERKEL,",,
,31/08/200,,,
,,Chancelière de la République,,
,9,,,
91227,,fédérale d’Allemagne à Berlin,Allemagne,D.Noizet
,01/09/200,Réunion ministérielle sur le thème,,
91228,9,de la sécurité,Élysée,P.Segrette
,01/09/200,Réunion ministérielle sur la grippe,,
91229,9,A H1/N1,Élysée,P.Segrette
,,Remise du rapport sur la réforme,,
,01/09/200,de la procédure pénale établi par la,,
,9,commission présidée par Philippe,,
91230,,LÉGER,Élysée,P.Segrette
,,Déjeuner avec Dimitri,,
,02/09/200,,,
,,"Christofias, Président de la",,
,9,,,
91232,,République de Chypre,Élysée,P.Segrette
,,Déplacement à Caligny sur le,,
,03/09/200,,,
,,thème du soutien à l’activité et à,,
,9,,,
91233,,l’emploi,Orne,P.Segrette
,,Entretien avec Anders Fogh,,
,03/09/200,,,
,,"RASMUSSEN, Secrétaire Général",,
,9,,,
91234,,de l’OTAN,Élysée,P.Segrette
,03/09/200,"Entretien avec Cécile Duflot,",,
91235,9,présidente Les Verts,Élysée,P.Segrette
,,Entretien avec Mahmoud,,
,04/09/200,,,
,,"ABBAS, Président de l'Autorité",,
,9,,,
91236,,palestinienne,Élysée,P.Segrette
,,Entretien avec Dalia,,
,04/09/200,,,
,,"GRYBAUSKAITE, Présidente de",,
,9,,,
91237,,la République de Lituanie,Élysée,P.Segrette
91238,10/09/200,Entretien avec Jan Peter,Élysée,L.Blevennec
,,"BALKENENDE, Premier",,
,9,,,
,,ministre du Royaume des Pays-Bas,,
,07/09/200,,,
91239,9,Déplacement à Brasilia,Brésil,L.Blevennec
,09/09/200,"Entretien avec Martine AUBRY,",,
91240,9,Secrétaire du Parti Socialiste,Élysée,P.Segrette
,09/09/200,Réunion du Conseil de la création,,
91241,9,artistique,Élysée,L.Blevennec
,,Déplacement à Culoz sur le thème,,
,10/09/200,,,
,,de la lutte contre le changement,,
,9,,,
91242,,climatique,Ain,L.Blevennec
,,Entretien avec Cheikh Hamad bin,,
,10/09/200,"Jassem bin Jabor AL THANI,",,
,9,Premier ministre et Ministre des,,
91243,,Affaires étrangères du Qatar,Élysée,P.Segrette
,,Déplacement à Vannes afin de,,
,11/09/200,présider la cérémonie d'hommage,,
,9,aux soldats français tombés en,,
91244,,Afghanistan,Morbihan,L.Blevennec
,,Entretien avec José Luis,,
,11/09/200,,,
,,"ZAPATERO, Président du",,
,9,,,
91245,,Gouvernement espagnol,Élysée,P.Segrette
,,Remise du rapport sur la Mesure,,
,14/09/200,de la Performance Économique et,,
,9,du Progrès Social par Joseph,,
91246,,STIGLITZ,Élysée,L.Blevennec
,,Discours sur la Mesure de la,,
,14/09/200,,,
,,Performance Économique et du,,
,9,,,
91247,,Progrès Social à la Sorbonne,Paris,L.Blevennec
,,Entretien avec les cinq dirigeants,,
,14/09/200,des organisations syndicales dans,,
,9,le cadre de la préparation du,,
91248,,sommet du G20 de Pittsburgh,Élysée,L.Blevennec
,,Décoration collective: Jeannie de,,
,,"CLARENS, Jacques VALADE,",,
,,"Dominique DAMON, Emmanuel",,
,15/09/200,,,
,,"HAMELIN, Emmanuel COSTE,",,
,9,,,
,,"Philippe AMOUYEL, Agnès",,
,,"LETESTU, Christian FLAESCH,",,
91250,,Béatrice ROUET,Élysée,Blevennec/Segrette
,,Diner de travail avec Gordon,,
,15/09/200,,,
,,"BROWN, Premier Ministre du",,
,9,,,
91251,,Royaume-Uni,Élysée,P.Segrette
,,"Réunion avec les ONG, sur la",,
,16/09/200,,,
,,politique française d'aide au,,
,9,,,
91253,,développement,Élysée,A.ARRAOU/P.SEGRETTE
,17/09/200,,,
91255,9,Conseil Européen à Bruxelles,Belgique,P.Segrette
91256,18/09/200,Déplacement au centre hépato,Val-de-,A.ARRAOU/P.SEGRETTE
,9,biliaire de l’hôpital Paul-Brousse à,Marne,
,,"Villejuif, à la suite de la 2 500ème",,
,,greffe du foie,,
,19/09/200,,,
91258,9,Journées du Patrimoine,Élysée,A.ARRAOU/P.SEGRETTE
,20/09/200,64e Assemblée générale des,,
91260,9,Nations unies à New-York,États-Unis,Blevennec/Segrette
,24/09/200,,,
91261,9,Sommet du G20 à Pittsburg,États-Unis,Blevennec/Segrette
,,Déplacement en Avignon et,,
,29/09/200,,,
,,Montfavet sur le thème de la,,
,9,,,
91263,,jeunesse,Vaucluse,P.Segrette
,30/09/200,"Point presse Luc Chatel, porte-",,
91264,9,parole du gouvernement,Élysée,A.Arraou
,,Déjeuner avec Lars Loekke,,
,30/09/200,,,
,,"Rasmussen, Premier Ministre du",,
,9,,,
91265,,royaume du Danemark,Élysée,A.Arraou
,01/10/200,Réunion avec les dirigeants des,,
91267,9,principales banques françaises,Élysée,A.Arraou
,,Remise de lettres de créance:,,
,,"ARMENIE, THAILANDE,",,
,02/10/200,"KAZAKHSTAN, LITUANIE,",,
,9,"DANEMARK, ETATS-UNIS,",,
,,"IRLANDE, FINLANDE, CUBA,",,
91268,,"KOSOVO, SAO TOME",Élysée,P.Segrette
,02/10/200,Conseil des Conférences,,
91269,9,Épiscopales Européennes,Élysée,P.Segrette
,,Discours à l’occasion du forum des,,
,,chefs d'entreprises organisé au,,
,05/10/200,,,
,,Palais des Congrès de Paris sur le,,
,9,,,
,,"thème ""agir pour le développement",,
91270,,"des entreprises""",Paris,Blevennec/Arraou
,06/10/200,Déplacement à Astana,Kazakhsta,
91271,9,,n,P.Segrette
,07/10/200,"Point presse Luc Chatel, porte-",,
91272,9,parole du gouvernement,Élysée,L.Blevennec
,,Réunion avec les Présidents des,,
,07/10/200,,,
,,Exécutifs locaux de la Guyane et,,
,9,,,
91273,,de la Martinique,Élysée,L.Blevennec
,07/10/200,"Entretien avec Najib Razak,",,
91274,9,Premier Ministre de Malaisie,Élysée,A.Arraou
,,Visite de l'usine SMART de,,
,,Hambach et table ronde à,,
,08/10/200,,,
,,Woippy sur le thème des,,
,9,,,
,,restructurations de défense et du,,
91276,,développement du territoire,Vaucluse,Blevennec/Arraou
,08/10/200,Entretien avec le père du soldat,,
91278,9,franco-israélien Gilad Shalit,Élysée,L.Blevennec
91279,09/10/200,Visite de l’exposition « De,Paris,P.Segrette
,9,Byzance à Istanbul» au Grand,,
,,"Palais avec Abdullah GÜL,",,
,,Président de la République de,,
,,Turquie,,
,,"Déjeuner avec Abdullah GÜL,",,
,09/10/200,,,
,,Président de la République de,,
,9,,,
91280,,Turquie,Élysée,A.Arraou
,12/10/200,Déjeuner de travail avec Alain,,
91281,9,JUPPÉ et Michel ROCARD,Élysée,P.Segrette
,,Entretien avec Boïkov,,
,12/10/200,,,
,,"BORISSOV, Premier ministre de",,
,9,,,
91282,,la République de Bulgarie,Élysée,A.Arraou
,,Discours sur la reforme du lycée,,
,13/10/200,devant des lycéens et des,,
,9,responsables de l’Éducation,,
91283,,nationale,Élysée,Segrette/Arraou
,15/10/200,Déplacement à Metz et,,
91288,9,Gandrange,Vaucluse,P.Segrette
,,"Entretien avec Idriss Deby,",,
,16/10/200,,,
,,Président de la République du,,
,9,,,
91289,,Tchad,Élysée,A.Arraou
,19/10/200,"entretien avec Gordon BAJNAI,",,
91291,9,Premier Ministre de Hongrie,Élysée,A.Arraou
,,Déplacement à Saint-Dizier sur le,,
,20/10/200,,,
,,thème de la réforme des,Haute-,
,9,,,
91293,,collectivités territoriales,Marne,P.Segrette
,,"Entretien avec Dai Bingguo,",,
,20/10/200,représentant spécial du Président,,
,9,Hu Jintao pour le dialogue,,
91294,,stratégique Franco-chinois,Élysée,A.Arraou
,20/10/200,"Entretien avec David Douillet,",,
91295,9,Député,Élysée,A.Arraou
,,Décoration collective: Claude,,
,,"PIERRE-BROSSOLETTE, Mme",,
,,"Annie SUGIER, M. Abderrahmane",,
,,"DAHMANE, M. Bruno DUBOIS,",,
,21/10/200,"Mme Claude FINKELSTEIN, M.",,
,9,"Yvan HALIMI, M. Gérard",,
,,"ASKINAZI, Mme Laurence",,
,,"VICHNIEVSKY, Mme Maïa",,
,,"PAULIN, Mme Marie de",,
91298,,L’ESTOILE,Élysée,Blevennec/Arraou
,,Entretien avec Jean-Pierre,,
,23/10/200,"Escalette, Président de la FFF et",,
,9,"Thierry Thiriez, Président de la",,
91300,,ligue de Foot,Élysée,L.Blevennec
,26/10/200,Table ronde Conseil Stratégique,,
91303,9,des Industries de la Santé,Élysée,A.Arraou
,,Déplacement à Poligny sur le,,
,27/10/200,,,
,,thème « Un nouvel avenir pour,,
,9,,,
91307,,notre agriculture »,Élysée,P.Segrette
91308,27/10/200,Entretien avec Mohamed Ould,Élysée,A.Arraou
,,"Abdel Aziz, Président de",,
,9,,,
,,Mauritanie,,
,28/10/200,"Réception avec le ""Nouveau",,
91310,9,"Centre""",Élysée,P.Segrette
,,Dîner de travail avec Angela,,
,28/10/200,,,
,,"Merkel, Chancelière de la",,
,9,,,
91312,,République Fédérale d'Allemagne,Élysée,P.Segrette
,29/10/200,,,
91313,9,Conseil Européen à Bruxelles,Belgique,P.Segrette
,02/11/200,Déplacement à Marseille pour,Bouches-du-,
91314,9,présenter le Plan Cancer II,Rhône,L.Blevennec
,,Entretien avec Guido,,
,,"WESTERWELLE, Vice-",,
,02/11/200,,,
,,chancelier et Ministre des Affaires,,
,9,,,
,,étrangères de la République,,
91315,,fédérale d’Allemagne,Élysée,P.Segrette
,05/11/200,Sommet Franco-Polonais,,
91318,9,,Élysée,L.Blevennec
,06/11/200,1er Réunion interministériel de,,
91321,9,l'Outre-mer,Élysée,A.Arraou
,,Intervention à l'occasion de la,,
,06/11/200,,,
,,remise du Prix de la Fondation,,
,9,,,
91323,,Chirac à la Sorbonne,Paris,L.Blevennec
,,Discours à l’occasion du premier,,
,06/11/200,,,
,,conseil interministériel de l’Outre-,,
,9,,,
91324,,mer,Élysée,L.Blevennec
,,Déplacement à Berlin à l'occasion,,
,09/11/200,,,
,,du 20ème anniversaire de la chute,,
,9,,,
91325,,du mur,Allemagne,P.Segrette
,10/11/200,Réunion ministérielle sur la grippe,,
91326,9,A / H1N1  AA,Élysée,A.Arraou
,10/11/200,,,
91327,9,Remise de décoration à Dany Boon,Élysée,Blevennec/Segrette
,,Cérémonie du 11 Novembre en,,
,11/11/200,"présence de Angela Merkel,",,
,9,Chancelière de la République,,
91328,,Fédérale d'Allemagne,Paris,Blevennec/Segrette
,,Entretien avec Benyamin,,
,11/11/200,,,
,,"Netanyahou, Premier Ministre",,
,9,,,
91329,,d'Israël,Élysée,P.Segrette
,,Déplacement Les vergers de,,
,,Lautine sur les thèmes du soutien,,
,12/11/200,,,
,,à l’agriculture et de l’avenir des,,
,9,,,
,,territoires ruraux et à la Chapelle,,
91330,,en Vercors sur l'identité Nationale,Drôme,Segrette/Arraou
,,"Déjeuner avec Bachar El Assad,",,
,13/11/200,,,
,,Président de la République Arabes,,
,9,,,
91331,,Syrienne,Élysée,A.Arraou
,13/11/200,Remise de décoration à Clint,,
91332,9,Eastwood,Élysée,Blevennec/Segrette
,,Rencontre avec Luiz Inácio,,
,,"LULA DA SILVA, Président de la",,
,,"République fédérative du Brésil,",,
,14/11/200,suivi d'une remise de décorations à,,
,9,"José Mauricio BUSTANI,",,
,,Ambassadeur du Brésil en France,,
,,"et M. Jorge VIANA, patron",,
91333,,d'Helibras,Élysée,L.Blevennec
,,Entretien suivi d'un dîner d'État,,
,16/11/200,,,
,,"avec Jalal Talabani, Président de",,
,9,,,
91334,,la République d'Irak,Élysée,Blevennec/Arraou
,17/11/200,Déplacement à Doha de Carla,,
91336,9,Bruni-Sarkozy,Qatar,P.Segrette
,17/11/200,,Arabie,
91337,9,Déplacement à Riyad,Saoudite,L.Blevennec
,,Déplacement à Doha de Monsieur,,
,18/11/200,,,
,,le Président et Carla Bruni-,,
,9,,,
91339,,Sarkozy,Qatar,Blevennec/Segrette
,,Remise du rapport de la,,
,,commission sur les priorités,,
,19/11/200,,,
,,"d’avenir financées par l’emprunt,",,
,9,,,
,,présidée par Alain JUPPÉ et,,
91340,,Michel ROCARD,Élysée,A.Arraou
,19/11/200,,,
091340bis,9,Conseil Européen à Bruxelles,Belgique,L.Blevennec
,20/11/200,Réception avec les maires de,,
91341,9,France,Élysée,Blevennec/Segrette
,20/11/200,Déjeuner avec Ali Bongo,,
91342,9,"Ondimba, Président du Gabon",Élysée,A.Arraou
,,Entretien avec les dirigeants des,,
,20/11/200,,,
,,principales associations actives en,,
,9,,,
91343,,matière de protection de l'enfance,Élysée,A.Arraou
,,Discours devant le Conseil,,
,,d'administration et les cadres de,,
,23/11/200,,,
,,"Pôle Emploi, réunis au Parc des",,
,9,,,
,,expositions de la Porte de,,
91345,,Versailles,Paris,P.Segrette
,,"Déplacement à Epinay-sur-Seine,",,
,24/11/200,,,
,,Bobigny et Perreux-sur-Marne,Seine-,
,9,,,
91346,,sur le thème de la sécurité,Saint-Denis,P.Segrette
,,Réunion avec les partenaires,,
,25/11/200,,,
,,sociaux sur les priorités de,,
,9,,,
91349,,l'emprunt national,Élysée,P.Segrette
,26/11/200,Déplacement au sommet des États,,
91351,9,de l’Amazonie à Manaus,Brésil,P.Segrette
,,Déplacement au sommet du,,
,27/11/200,,,
,,Commonwealth à Trinidad-et-,,
,9,,,
91352,,Tobago,Trinidad,P.Segrette
,30/11/200,Cérémonie de prise d’armes,,
91354,9,d’automne aux Invalides,Paris,Blevennec/Arraou
,,Décoration collective: Pierre,,
,,"MONGIN, Robert CLERGERIE,",,
,,"Aïssa DERMOUCHE, Michel",,
,,"VAUTROT, Christine de SAINT-",,
,30/11/200,"GENOIS de GRAND BREUCQ,",,
,9,"Jérôme DESCHAMPS, Macha",,
,,"MAKEIEFF, Jeanne-Hélène",,
,,"KALTENBACH, Jean-Paul",,
,,"BAILLY, Florence LUSTMAN,",,
91355,,Marine DELTERME,Élysée,Blevennec/Segrette
,,Déplacement à La Seine-sur-Mer,,
,01/12/200,,,
,,sur le thème de la relance,,
,9,,,
91357,,économique,Var,L.Blevennec
,,Réunion avec les maires des villes,,
,02/12/200,,,
,,retenues pour la candidature de la,,
,9,,,
91359,,France à l’Euro 2016,Élysée,A.Arraou
,,"Entretien avec Leonel Fernandez,",,
,02/12/200,,,
,,Président de la République,,
,9,,,
91360,,Dominicaine,Élysée,L.Blevennec
,03/12/200,"Entretien avec Tzipi Livni, Chef",,
91362,9,du parti Kadima,Élysée,A.Arraou
,,Entretien avec Thomas BONI,,
,04/12/200,,,
,,"YAYI, Président de la République",,
,9,,,
91363,,du Bénin,Élysée,A.Arraou
,,Déjeuner de travail avec Herman,,
,04/12/200,,,
,,"VAN ROMPUY, Président du",,
,9,,,
91365,,Conseil Européen,Élysée,A.Arraou
,,Déjeuner avec José Manuel,,
,07/12/200,,,
,,"BARROSO, Président de la",,
,9,,,
091366bis,,Commission européenne,Élysée,P.Segrette
,,Réunion sur la candidature de la,,
,07/12/200,,,
,,France aux Jeux Olympiques et,,
,9,,,
91367,,Paralympiques d'Hiver 2018,Élysée,P.Segrette
,,Déplacement à Illkirch et,,
,08/12/200,,,
,,Geispolsheim sur le thème du,,
,9,,,
91369,,grand emprunt,Bas-Rhin,P.Segrette
,08/12/200,Entretien avec le Roi Abdallah II,,
91372,9,de Jordanie,Élysée,P.Segrette
,,"Déjeuner avec Ilham Aliev,",,
,09/12/200,,,
,,Président de la République,,
,9,,,
91373,,d'Azerbaïdjan,Élysée,P.Segrette
,,Réunion avec les ONG dans le,,
,10/12/200,,,
,,cadre de la préparation de la,,
,9,,,
91375,,Conférence de Copenhague,Élysée,L.Blevennec
,10/12/200,,,
91376,9,Conseil Européen à Bruxelles,Belgique,A.Arraou
,,Intervention pour présenter les,,
,14/12/200,,,
,,décisions prises sur le grand,,
,9,,,
91379,,emprunt et les priorités d’avenir,Élysée,P.Segrette
91380,14/12/200,Déjeuner avec Mohamed Hosni,Élysée,L.Blevennec
,,"MOUBARAK, Président de la",,
,9,,,
,,République arabe d’Égypte,,
,,Entretien avec Susilo Bambang,,
,14/12/200,,,
,,"YUDHOYONO, Président de la",,
,9,,,
91381,,République d’Indonésie,Élysée,A.Arraou
,,Réunion de préfiguration de,,
,15/12/200,l'atelier du Grand Paris et rencontre,,
,9,avec les 10 architectes urbanistes,,
91383,,du Grand Paris,Élysée,P.Segrette
,,"Déjeuner avec Meles ZENAWI,",,
,15/12/200,,,
,,Premier ministre de la République,,
,9,,,
91384,,d’Éthiopie,Élysée,A.Arraou
,15/12/200,Visio-conférence avec Obama-,,
91385,9,Merkel-Brown,Élysée,P.Segrette
,,"Entretien avec Tayed Fassi Fihri,",,
,15/12/200,,,
,,Ministre des Affaires Étrangères,,
,9,,,
91386,,du Maroc,Élysée,A.Arraou
,,Déjeuner avec des chefs d'État de,,
,16/12/200,,,
,,la Commission des Forêts,,
,9,,,
91387,,d’Afrique Centrale,Élysée,A.Arraou
,16/12/200,,,
91389,9,Arbre de noël de l'Élysée,Élysée,Segrette/Arraou/Blevennec
,16/12/200,Interview par Michel Denisot pour,,
91390,9,"l'émission ""Le Grand Journal""",Élysée,L.Blevennec
,,Déplacement à Copenhague pour,,
,17/12/200,,,
,,le COP15 – Conférence sur le,,
,9,,,
091395bis,,Changement Climatique,Danemark,L.Blevennec
,,Entretien avec le Docteur Xavier,,
,,"EMMANUELLI, Président-",,
,22/12/200,,,
,,fondateur du Samu Social et Mme,,
,9,,,
,,"Stéfania PARIGI, Directrice du",,
91397,,Samu Social de Paris,Élysée,A.Arraou
,,Déplacement de Monsieur le,,
,22/12/200,Président et de Madame Carla,,
,9,Sarkozy au Centre hospitalier,Val-de-,
91398,,intercommunal de Créteil,Marne,P.Segrette
,22/12/200,Déjeuner avec les organisations,,
91399,9,non gouvernementales,Élysée,A.Arraou
,,Entretien avec Mohammed,,
,23/12/200,"MOUSSAOUI, Président du",,
,9,Conseil Français du Culte,,
91401,,Musulman (CFCM),Élysée,P.Segrette
,23/12/200,,,
91402,9,Déjeuner avec des intellectuels,Élysée,A.Arraou
,,Rencontre avec trois des quatre,,
,24/12/200,conducteurs du RER C qui a,,
,9,déraillé dimanche 20 Décembre,,
91404,,2009 à Choisy-le-Roi,Élysée,P.Segrette
,31/12/200,,,
91405,9,Vœux aux Français,Élysée,L.Blevennec
N°Reportage,Date,Intitulé,Lieux,
101406,01/01/10,Réception en l'honneur despersonnes ayant travaillés durantla nuit de la Saint-Sylvestre,Élysée,
101407,02/01/10,"Entretien avec MichelSLEIMANE, Président de laRépublique Libanaise",Élysée,
101408,05/01/10,Vœux au Gouvernement,Élysée,
101409,05/01/10,Remise de la galette de l'épiphaniepar la confédération nationale de laboulangerie-pâtisserie,Élysée,
101411,06/01/10,Déplacement à Cholet à l’occasiondes vœux aux forces économiques,Maine-et-Loire,
101413,07/01/10,"Ouverture du colloque ""NouveauMonde, Nouveau Capitalisme àl'école militaire à Paris",Paris,
101415,07/01/10,"Entretien avec José SOCRATES,Premier Ministre du Portugal",Élysée,
101416,07/01/10,Déplacement à la Cité de laMusique à l'occasion des vœux aumonde de la culture,Paris,
101417,08/01/10,"Déplacement à Vannes, àl'occasion des vœux aux forcesarmées",Morbihan,
101419,08/01/10,"Entretien avec Ali BONGOONDIMBA, Président de laRépublique Gabonais",Élysée,
101421,11/01/10,Déplacement sur le plateau deSaclay à l’occasion des vœux aumonde de l’éducation et de larecherche,Essonne,
101422,11/01/10,Obsèques aux Invalides dePhilippe Seguin,Paris,
101424,12/01/10,Déplacement à Perpignan àl'occasion des vœux auxpersonnels de santé,Pyrénées-Orientales,
101425,13/01/10,Vœux aux hautes juridictions,Élysée,
101426,13/01/10,Déjeuner avec des professionnelsdu milieu hospitalier,Élysée,
101427,13/01/10,Vœux aux parlementaires,Élysée,
101428,14/01/10,Déplacement à Mortagne-au-Perche à l'occasion des vœux à laFrance rurale,Orne,
101429,14/01/10,Réunion sur la situation en Haïti,Élysée,
,,Entretien avec Jean-Claude,,
,14/01/201,"JUNCKER, Premier Ministre du",,
101430,0,royaume de Luxembourg,Élysée,A.Arraou
,15/01/201,Réunion avec les présidents,,
101431,0,d'universités autonomes,Élysée,A.Arraou
,15/01/201,Entretien avec Rodolphe,,
101432,0,"Alexandre, Maire de Cayenne",Élysée,A.Arraou
,15/01/201,,,
101433,0,Vœux aux partenaires sociaux,Élysée,A.Arraou
,,Remise de lettres de créance:,,
,,Vatican,,
,,Andorre,,
,,Panama,,
,,Islande,,
,,Niger,,
,,Pakistan,,
,,Grèce,,
,,Ghana,,
,,Mongolie,,
,,Corée,,
